"","x"
"305","chantal huijbers  and sarah richmond describe the attributes necessary to build a integrated biodiv… https://t.co/5l8rmshjjn"
"306","wi76 towards a next generation of citizen science and crowdsourcing tools  allan zirk… https://t.co/qjos0jkqw9"
"307","rt : my second lecture by the bodyless voice of brian stucky, this time a great point in what we should look for in a data integr…"
"308","rt : wi76 towards a next generation of citizen science and crowdsourcing tools   colleague julien husso…"
"309","rt : t. rex on b. next  says jeremy miller https://t.co/2e2qaoojpu"
"310","my second lecture by the bodyless voice of brian stucky, this time a great point in what we should look for in a da… https://t.co/ycjsdwfmj4"
"311","proposed solution: the plant phenology ontology ppo and supporting tools (including ontopilot to enable reasoning a… https://t.co/ifedsq82vn"
"312","  while you are working on the national #citizenscience platform, what are the plans… https://t.co/5dxquarrd3"
"313","rt : currently in si72 #traitdata symposium of : 
  about ets to be a new standard vocabulary…"
"314","how to evaluate the quality of #linkeddata ? have a look at this paper by  et al. (2015):… https://t.co/3lle8ukpql"
"315","rt : should go further and oblige to cite the exact specimens. in future  these will be digital specimens with someth…"
"316","imanol miqueleiz on freshwater ecosystems (yay, fish!) and a methodology to measure and build an index for one of m… https://t.co/mcrzmisjhl"
"317","wi76 towards a next generation of citizen science and crowdsourcing tools   colleague ju… https://t.co/rijqogb9wy"
"318","rt : clear messaging <U+2714> #citethedoi  https://t.co/1dzn8mseka"
"319","brian stucky illustrates the incompatability of phenology databases.  https://t.co/ukzhrriymq"
"320","christian könig describes how aggregated #biodiversitydata  provides robust descriptions on macroecological pattern… https://t.co/9xazzvoc05"
"321","i came with high expectations to  but the global south session just crossed all borders. the frien… https://t.co/bzkutlnttd"
"322","wi76 towards a next generation of citizen science and crowdsourcing tools  patricia mergen. ""colla… https://t.co/tto7imkao3"
"323","rt : laurens hogeweg of  talks about using mlm to identify dutch/belgian species and evaluating its results. sufficient…"
"324","rt : day three of  is here! what are your plans for today?

     …"
"325","rt : if we had to give our vote to someone other than  for the poster awards  it would be for this excell…"
"326","rt : : to ensure #fairdata, data #publishing requires advanced technology &; tools, shows the presentation by our f…"
"327","all these wonderful tweets from . love em! but it’s a good reminder for slide design: make your te… https://t.co/ftpec4ysk0"
"328","tendamudzimu munyai of  takes us through the preparation, process, indicator variables and pathways that w… https://t.co/2qqezhnshn"
"329","wi76 towards a next generation of citizen science and crowdsourcing tools  patricia mergen speakin… https://t.co/btxbalpkql"
"330","wow, many thanks for this compliment <U+0001F633><U+0001F917>! but #techtwweter??? rather #techtroglodyte <U+0001F602> #biodiversity #opendata… https://t.co/ryrseilXlpkql"
"331","rt : currently in si72 #traitdata symposium of : 
  about ets to be a new standard vocabulary…"
"332","rt : people are important to biodiversity and conservation  
  https://t.co/ntazxwraxj"
"333","rt :  folk may be interested in this! https://t.co/v3qelkvt21"
"334","rt : should go further and oblige to cite the exact specimens. in future  these will be digital specimens with someth…"
"335","rt : pollen, the great untapped source of primary plant data
arturo arino
  https://t.co/2czsb1f1ks"
"336","rt : finbif https://t.co/odppv3zjqe - exle of a national all-embracing system supporting development towards  pre…"
"337","rt :  presents an in-depth user requirements analysis for , clear need for interoperability between infr…"
"338","rt : time to dissco!!
 as a new regional model for scientific collections in europe  https://t.co/b1q0bzvn…"
"339","se cierra la sesión de perspectivas del sur global de  con un gran panel de reflexiones. ha sido u… https://t.co/fubvleti4h"
"340","rt : now it’s q&;a time for panelists of si22  https://t.co/hjp6nbqvjw"
"341","rt : last talk in the symposium #si20 about #semanticannotaion during  : 

peter grobe ( ) ""fro…"
"342","rt : the #unconference submissions for  are now closed. the final selections will be announced shortly! thank you for p…"
"343","rt : for all #unconference boards in one glimps go here: https://t.co/hgpdb0dyj3 
thnx matt  "
"344","rt : we propose #unconference to bridge the gap between ecological projects, museums and global data portals, the uncovered…"
"345","rt : will this be the next #unconference wild idea? 
""training and education in biodiversity data and science: are you interested i…"
"346","so we have three #unconference events on topics dear to me ongoing -
#rdaplenary in helsinki
 in l… https://t.co/olbwi8bu3p"
"347","rt : one of the first taxonomic cybercatalogs has been published in  says  at  https://t.co/…"
"348","rt : we sent an ai naturalist on a virtual bontany field trip to central london. it found &gt;31,000 relevant photos on flickr, an…"
"349","rt : how do we,  &;  plan to help reveal earth's actual #biodiversity through blr (<U+0001F517>https://t.co/eyzk2jzvsk) in… on flickr, an…"
"350","rt : we sent an ai naturalist on a virtual bontany field trip to central london. it found &gt;31,000 relevant photos on flickr, an…"
"351","rt : the #unconference submissions for  are now closed. the final selections will be announced shortly! thank you for p…"
"352","rt : we are glad to have a representative from one of our project implementation partners, lawrence monda from national muse…"
"353","rt : we sent an ai naturalist on a virtual bontany field trip to central london. it found &gt;31,000 relevant photos on flickr, an…"
"354","the #unconference submissions for  are now closed. the final selections will be announced shortly! than… https://t.co/zem88zfgf4"
"355","rt : standing room only when  presents. humbled and excited to be working with him and colleagues on mediatin…"
"356","rt : we sent an ai naturalist on a virtual bontany field trip to central london. it found &gt;31,000 relevant photos on flickr, an…"
"357"," thanks, ben! "
"358","  from  : liberating our legacy data is one thing; ensuring the #fair-ness… https://t.co/4w7eyerdyf"
"359","discussion session at  for trait based biodiversity. that is the microphone been thrown from one part o… https://t.co/dqfykm5pm8"
"360","rt : finbif https://t.co/odppv3zjqe - exle of a national all-embracing system supporting development towards  pre…"
"361","rt : now it’s q&;a time for panelists of si22  https://t.co/hjp6nbqvjw"
"362","rt : which is why it is important to have bibliographic metadata and the citation graph as #opendata through places like …"
"363"," yes, but i wasn't sure how. would be good to chat if you are at "
"364","rt : i spy the  slide i created about the bouchout declaration on #openaccess on this slide! check out the tweets…"
